player,team,location,shot_statsbomb_xg,shot_outcome,shot_technique,shot_body_part,minute,match_id
Cody Mathès Gakpo,Netherlands,"[103.3, 39.8]",0.14035599,Goal,Normal,Right Foot,25,3857294
Ismaeel Mohammad Mohammad,Qatar,"[93.9, 39.3]",0.03016361,Saved,Normal,Right Foot,28,3857294
Memphis Depay,Netherlands,"[93.6, 49.7]",0.029451067,Off T,Half Volley,Right Foot,47,3857294
Memphis Depay,Netherlands,"[116.4, 34.2]",0.2959347,Saved,Volley,Right Foot,48,3857294
Frenkie de Jong,Netherlands,"[117.6, 40.3]",0.6883914,Goal,Half Volley,Right Foot,48,3857294
Abdulaziz Hatem Mohammed Abdullah,Qatar,"[94.7, 53.1]",0.024495702,Saved,Normal,Right Foot,76,3857294
Pedro Miguel Correia,Qatar,"[88.8, 53.2]",0.00621196,Off T,Normal,Right Foot,87,3857294
Steven Berghuis,Netherlands,"[102.2, 59.1]",0.010698183,Post,Normal,Left Foot,91,3857294
Ousmane Dembélé,France,"[97.8, 38.0]",0.04759094,Blocked,Normal,Right Foot,5,3857266
Adrien Rabiot,France,"[115.0, 45.6]",0.10936305,Blocked,Normal,Head,9,3857266
Raphaël Varane,France,"[112.4, 46.9]",0.0425816,Wayward,Normal,Head,12,3857266
Olivier Giroud,France,"[111.9, 38.9]",0.11903284,Wayward,Normal,Head,14,3857266
Adrien Rabiot,France,"[108.9, 44.3]",0.04225832,Saved,Normal,Head,20,3857266
Jules Koundé,France,"[109.0, 56.2]",0.02881258,Blocked,Half Volley,Right Foot,29,3857266
Antoine Griezmann,France,"[118.2, 23.1]",0.010852635,Saved,Normal,Left Foot,32,3857266
Aurélien Djani Tchouaméni,France,"[99.7, 39.1]",0.054124165,Blocked,Normal,Right Foot,32,3857266
Ousmane Dembélé,France,"[108.2, 48.0]",0.046849832,Blocked,Volley,Left Foot,32,3857266
Adrien Rabiot,France,"[100.1, 24.5]",0.02230111,Blocked,Normal,Left Foot,33,3857266
Andreas Evald Cornelius,Denmark,"[107.4, 55.8]",0.048269883,Off T,Normal,Right Foot,35,3857266
Olivier Giroud,France,"[108.6, 45.2]",0.045027424,Off T,Normal,Head,36,3857266
Kylian Mbappé Lottin,France,"[106.0, 43.8]",0.18605462,Off T,Normal,Right Foot,39,3857266
Christian Dannemann Eriksen,Denmark,"[83.0, 42.5]",0.006951803,Off T,Normal,Right Foot,44,3857266
Kylian Mbappé Lottin,France,"[98.6, 18.5]",0.011081066,Blocked,Normal,Right Foot,47,3857266
Kylian Mbappé Lottin,France,"[104.1, 30.1]",0.03630777,Saved,Normal,Left Foot,55,3857266
Antoine Griezmann,France,"[102.6, 38.8]",0.21733604,Off T,Half Volley,Left Foot,59,3857266
Kylian Mbappé Lottin,France,"[110.8, 31.3]",0.08505598,Goal,Half Volley,Right Foot,60,3857266
Joachim Andersen,Denmark,"[112.2, 43.9]",0.082872435,Wayward,Normal,Head,67,3857266
Andreas Christensen,Denmark,"[113.0, 37.6]",0.25384808,Goal,Normal,Head,67,3857266
Jesper Lindstrøm,Denmark,"[107.4, 33.0]",0.18929456,Saved,Normal,Right Foot,72,3857266
Christian Dannemann Eriksen,Denmark,"[93.3, 45.1]",0.0264413,Blocked,Normal,Left Foot,73,3857266
Aurélien Djani Tchouaméni,France,"[113.7, 37.7]",0.22405402,Blocked,Diving Header,Head,77,3857266
Jules Koundé,France,"[110.7, 40.7]",0.106879756,Off T,Normal,Head,78,3857266
Adrien Rabiot,France,"[112.7, 47.3]",0.080693014,Off T,Overhead Kick,Left Foot,79,3857266
Martin Braithwaite Christensen,Denmark,"[110.0, 45.1]",0.23786028,Post,Normal,Right Foot,80,3857266
Pierre-Emile Højbjerg,Denmark,"[87.2, 48.7]",0.015153575,Off T,Normal,Right Foot,83,3857266
Kylian Mbappé Lottin,France,"[117.8, 36.5]",0.38353118,Goal,Normal,Other,85,3857266
Joachim Andersen,Denmark,"[94.3, 53.4]",0.014218964,Blocked,Normal,Left Foot,88,3857266
Kylian Mbappé Lottin,France,"[99.4, 25.5]",0.033781487,Saved,Half Volley,Right Foot,90,3857266
Joakim Mæhle,Denmark,"[87.5, 42.4]",0.013632962,Off T,Half Volley,Right Foot,96,3857266
Joshua Kimmich,Germany,"[93.0, 31.2]",0.022911863,Blocked,Normal,Right Foot,13,3857284
Antonio Rüdiger,Germany,"[110.5, 50.6]",0.026021937,Off T,Normal,Head,15,3857284
Joshua Kimmich,Germany,"[96.9, 39.6]",0.05193508,Saved,Normal,Right Foot,19,3857284
İlkay Gündoğan,Germany,"[99.7, 29.6]",0.042519,Blocked,Normal,Right Foot,25,3857284
İlkay Gündoğan,Germany,"[94.4, 42.8]",0.041637745,Saved,Normal,Right Foot,27,3857284
İlkay Gündoğan,Germany,"[105.3, 36.8]",0.12241382,Blocked,Normal,Right Foot,28,3857284
İlkay Gündoğan,Germany,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,32,3857284
Serge Gnabry,Germany,"[93.1, 48.2]",0.028658802,Blocked,Normal,Left Foot,37,3857284
Jamal Musiala,Germany,"[108.5, 28.3]",0.03933018,Blocked,Normal,Right Foot,37,3857284
İlkay Gündoğan,Germany,"[93.3, 39.0]",0.031919174,Saved,Normal,Right Foot,40,3857284
Joshua Kimmich,Germany,"[97.0, 42.2]",0.05113006,Off T,Normal,Right Foot,41,3857284
Jamal Musiala,Germany,"[101.9, 45.1]",0.06614002,Off T,Normal,Right Foot,44,3857284
Joshua Kimmich,Germany,"[100.3, 40.5]",0.047906045,Saved,Half Volley,Left Foot,48,3857284
Serge Gnabry,Germany,"[114.3, 29.9]",0.21508263,Wayward,Normal,Left Foot,48,3857284
Daizen Maeda,Japan,"[111.0, 34.3]",0.07710243,Off T,Normal,Head,50,3857284
Serge Gnabry,Germany,"[108.3, 57.9]",0.013327111,Post,Normal,Right Foot,46,3857284
Daichi Kamada,Japan,"[103.3, 47.4]",0.06444196,Blocked,Normal,Right Foot,49,3857284
Jamal Musiala,Germany,"[107.2, 41.0]",0.15860753,Off T,Normal,Right Foot,50,3857284
Takuma Asano,Japan,"[114.7, 49.4]",0.06737846,Off T,Normal,Head,57,3857284
İlkay Gündoğan,Germany,"[103.0, 40.0]",0.10696415,Post,Normal,Right Foot,59,3857284
Takuma Asano,Japan,"[106.4, 25.8]",0.06586899,Off T,Normal,Left Foot,60,3857284
Takuma Asano,Japan,"[106.9, 26.5]",0.029970925,Blocked,Normal,Left Foot,65,3857284
Ko Itakura,Japan,"[112.6, 51.3]",0.034016185,Blocked,Normal,Head,66,3857284
Takuma Asano,Japan,"[112.5, 51.1]",0.0360808,Blocked,Normal,Right Foot,67,3857284
Jonas Hofmann,Germany,"[111.1, 48.5]",0.32657883,Saved,Half Volley,Right Foot,69,3857284
Serge Gnabry,Germany,"[103.3, 57.9]",0.02483029,Saved,Normal,Left Foot,69,3857284
Serge Gnabry,Germany,"[112.2, 43.5]",0.11167552,Saved,Normal,Head,70,3857284
Serge Gnabry,Germany,"[117.7, 49.5]",0.0550312,Saved,Normal,Right Foot,70,3857284
Junya Ito,Japan,"[109.2, 36.3]",0.06845111,Saved,Half Volley,Right Foot,72,3857284
Hiroki Sakai,Japan,"[113.4, 46.3]",0.28772855,Off T,Half Volley,Right Foot,72,3857284
Takumi Minamino,Japan,"[112.8, 24.4]",0.013784891,Saved,Normal,Left Foot,74,3857284
Ritsu Doan,Japan,"[112.1, 41.5]",0.4777511,Goal,Normal,Left Foot,74,3857284
Antonio Rüdiger,Germany,"[115.5, 39.4]",0.18550046,Off T,Normal,Head,79,3857284
Takuma Asano,Japan,"[117.7, 50.2]",0.02668418,Goal,Normal,Right Foot,82,3857284
Niclas Füllkrug,Germany,"[106.9, 41.0]",0.031593546,Off T,Normal,Head,89,3857284
Antonio Rüdiger,Germany,"[86.2, 37.2]",0.017847534,Off T,Normal,Right Foot,93,3857284
Leon Goretzka,Germany,"[100.3, 40.9]",0.088851534,Off T,Half Volley,Right Foot,94,3857284
Niklas Süle,Germany,"[116.5, 31.6]",0.07610536,Blocked,Volley,Right Foot,97,3857284
Youssef Msakni,Tunisia,"[92.6, 52.0]",0.023819994,Blocked,Normal,Right Foot,2,3857254
Issam Jebali,Tunisia,"[114.0, 54.8]",0.014059674,Blocked,Normal,Left Foot,4,3857254
Mohamed Dräger,Tunisia,"[93.4, 44.5]",0.033114884,Blocked,Normal,Right Foot,10,3857254
Youssef Msakni,Tunisia,"[114.7, 29.6]",0.04366076,Off T,Normal,Head,11,3857254
Kasper Dolberg,Denmark,"[115.3, 32.5]",0.124032564,Blocked,Volley,Right Foot,22,3857254
Joachim Andersen,Denmark,"[99.7, 30.3]",0.02765422,Saved,Half Volley,Left Foot,22,3857254
Pierre-Emile Højbjerg,Denmark,"[95.4, 19.0]",0.008709067,Saved,Normal,Right Foot,32,3857254
Yassine Meriah,Tunisia,"[111.4, 49.3]",0.046073906,Blocked,Half Volley,Right Foot,38,3857254
Aïssa Bilal Laïdouni,Tunisia,"[115.0, 52.2]",0.06712157,Off T,Normal,Right Foot,38,3857254
Issam Jebali,Tunisia,"[112.0, 44.9]",0.4656446,Saved,Lob,Right Foot,42,3857254
Ellyes Joris Skhiri,Tunisia,"[99.8, 40.9]",0.059586592,Off T,Half Volley,Left Foot,42,3857254
Issam Jebali,Tunisia,"[112.1, 47.5]",0.11338296,Wayward,Normal,Head,45,3857254
Youssef Msakni,Tunisia,"[114.7, 48.7]",0.07208876,Off T,Volley,Right Foot,45,3857254
Mohamed Dräger,Tunisia,"[92.2, 49.3]",0.020917216,Blocked,Normal,Right Foot,50,3857254
Ellyes Joris Skhiri,Tunisia,"[99.5, 39.6]",0.041405495,Blocked,Volley,Right Foot,52,3857254
Dylan Daniel Mahmoud Bronn,Tunisia,"[103.9, 36.4]",0.059058707,Blocked,Half Volley,Right Foot,52,3857254
Kasper Dolberg,Denmark,"[117.0, 35.0]",0.25651878,Wayward,Normal,Head,56,3857254
Christian Dannemann Eriksen,Denmark,"[99.2, 36.8]",0.08509644,Saved,Normal,Left Foot,68,3857254
Andreas Christensen,Denmark,"[117.4, 37.0]",0.27134958,Wayward,Normal,Head,69,3857254
Andreas Evald Cornelius,Denmark,"[118.2, 43.9]",0.5683119,Post,Normal,Head,69,3857254
Mathias Jensen,Denmark,"[102.5, 24.2]",0.02872357,Off T,Normal,Right Foot,75,3857254
Andreas Evald Cornelius,Denmark,"[114.4, 36.8]",0.14539434,Saved,Normal,Head,91,3857254
Joakim Mæhle,Denmark,"[95.0, 30.2]",0.028684001,Blocked,Normal,Right Foot,91,3857254
Andreas Evald Cornelius,Denmark,"[108.8, 46.4]",0.022084296,Saved,Normal,Head,96,3857254
Robert Lewandowski,Poland,"[110.6, 37.2]",0.056964528,Blocked,Normal,Head,6,3857265
Héctor Alfredo Moreno Herrera,Mexico,"[114.5, 42.4]",0.1766503,Off T,Normal,Head,11,3857265
Ernesto Alexis Vega Rojas,Mexico,"[113.2, 34.6]",0.098180205,Off T,Normal,Head,25,3857265
Ernesto Alexis Vega Rojas,Mexico,"[108.5, 23.7]",0.025630916,Blocked,Volley,Left Foot,43,3857265
Jorge Eduardo Sánchez Ramos,Mexico,"[110.1, 60.7]",0.0069717234,Saved,Normal,Right Foot,44,3857265
Luis Gerardo Chávez Magallón,Mexico,"[92.1, 56.9]",0.008207667,Blocked,Normal,Left Foot,46,3857265
Hirving Rodrigo Lozano Bahena,Mexico,"[93.9, 25.2]",0.02413981,Saved,Normal,Right Foot,51,3857265
Robert Lewandowski,Poland,"[108.1, 40.0]",0.7835,Saved,Normal,Right Foot,57,3857265
Jakub Kamiński,Poland,"[113.4, 48.8]",0.10166888,Blocked,Normal,Right Foot,57,3857265
Ernesto Alexis Vega Rojas,Mexico,"[107.9, 29.9]",0.0609232,Blocked,Normal,Right Foot,59,3857265
Henry Josué Martín Mex,Mexico,"[106.7, 35.1]",0.06434309,Saved,Normal,Head,63,3857265
Ernesto Alexis Vega Rojas,Mexico,"[102.7, 60.6]",0.009746956,Off T,Normal,Right Foot,65,3857265
Ernesto Alexis Vega Rojas,Mexico,"[93.0, 24.5]",0.014301864,Off T,Half Volley,Right Foot,79,3857265
Jakub Piotr Kiwior,Poland,"[113.3, 41.7]",0.12449861,Wayward,Normal,Head,81,3857265
Jakub Kamiński,Poland,"[109.4, 24.8]",0.04959144,Saved,Normal,Left Foot,93,3857265
Grzegorz Krychowiak,Poland,"[90.9, 48.7]",0.02170277,Off T,Normal,Right Foot,95,3857265
Carlos Uriel Antuna Romero,Mexico,"[101.9, 56.4]",0.0400392,Saved,Normal,Left Foot,95,3857265
Ismaïla Sarr,Senegal,"[113.5, 52.4]",0.07323868,Off T,Normal,Right Foot,3,3857301
Nampalys Mendy,Senegal,"[93.8, 39.3]",0.025409508,Off T,Half Volley,Right Foot,8,3857301
Akram Hassan Afif,Qatar,"[92.5, 41.5]",0.019990891,Off T,Half Volley,Right Foot,14,3857301
Krépin Diatta,Senegal,"[111.2, 26.7]",0.039485876,Saved,Normal,Left Foot,15,3857301
Famara Diedhiou,Senegal,"[112.9, 38.6]",0.14633009,Off T,Normal,Head,16,3857301
Idrissa Gana Gueye,Senegal,"[95.4, 52.7]",0.029332913,Off T,Normal,Right Foot,23,3857301
Abdelkarim Hassan Al Haj Fadlalla,Qatar,"[93.6, 20.3]",0.009041326,Blocked,Normal,Left Foot,25,3857301
Boulaye Dia,Senegal,"[107.2, 33.3]",0.23054633,Goal,Normal,Right Foot,40,3857301
Famara Diedhiou,Senegal,"[112.5, 48.1]",0.038498666,Goal,Normal,Head,47,3857301
Abdelkarim Hassan Al Haj Fadlalla,Qatar,"[111.6, 39.3]",0.16305494,Blocked,Half Volley,Right Foot,54,3857301
Ismaïla Sarr,Senegal,"[112.1, 27.2]",0.030363984,Blocked,Half Volley,Left Foot,56,3857301
Famara Diedhiou,Senegal,"[108.8, 48.6]",0.05329144,Blocked,Half Volley,Right Foot,58,3857301
Abdelkarim Hassan Al Haj Fadlalla,Qatar,"[89.5, 22.9]",0.006098259,Off T,Normal,Right Foot,60,3857301
Almoez Ali Zainalabiddin Abdulla,Qatar,"[102.6, 34.4]",0.21404111,Saved,Normal,Left Foot,62,3857301
Ismaeel Mohammad Mohammad,Qatar,"[113.2, 40.5]",0.3277431,Saved,Normal,Other,66,3857301
Nampalys Mendy,Senegal,"[107.3, 53.4]",0.067961,Off T,Normal,Right Foot,68,3857301
Mohammed Muntari,Qatar,"[110.1, 38.7]",0.072239615,Goal,Normal,Head,77,3857301
Boulaye Dia,Senegal,"[107.1, 38.8]",0.052429575,Wayward,Normal,Head,80,3857301
Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,"[107.8, 45.3]",0.11607656,Goal,Normal,Right Foot,83,3857301
Abdelkarim Hassan Al Haj Fadlalla,Qatar,"[95.4, 52.1]",0.023370314,Off T,Normal,Left Foot,88,3857301
Mohammed Muntari,Qatar,"[110.5, 39.5]",0.06740542,Blocked,Normal,Head,89,3857301
Almoez Ali Zainalabiddin Abdulla,Qatar,"[97.1, 41.8]",0.057101198,Off T,Normal,Left Foot,93,3857301
Michy Batshuayi Tunga,Belgium,"[91.7, 31.8]",0.017552001,Saved,Normal,Right Foot,0,3857268
Stephen Antunes Eustáquio,Canada,"[109.8, 50.0]",0.0798905,Blocked,Normal,Right Foot,1,3857268
Jonathan David,Canada,"[111.4, 42.8]",0.12589528,Blocked,Half Volley,Right Foot,6,3857268
Tajon Buchanan,Canada,"[106.2, 35.6]",0.05664073,Blocked,Half Volley,Right Foot,7,3857268
Alphonso Davies,Canada,"[108.1, 40.1]",0.7835,Saved,Normal,Left Foot,10,3857268
Jonathan David,Canada,"[110.4, 34.6]",0.20472932,Off T,Volley,Right Foot,10,3857268
Richie Laryea,Canada,"[105.0, 56.4]",0.033730526,Off T,Normal,Left Foot,12,3857268
Jonathan David,Canada,"[107.7, 45.9]",0.08619453,Blocked,Normal,Left Foot,12,3857268
David Junior Hoilett,Canada,"[104.9, 53.9]",0.04071268,Off T,Normal,Left Foot,15,3857268
Michy Batshuayi Tunga,Belgium,"[112.3, 50.2]",0.04664896,Blocked,Normal,Right Foot,22,3857268
Atiba Hutchinson,Canada,"[98.1, 44.7]",0.04634635,Off T,Normal,Right Foot,26,3857268
Alistair Johnston,Canada,"[108.1, 56.3]",0.033541974,Saved,Normal,Right Foot,29,3857268
Jonathan David,Canada,"[104.4, 37.5]",0.08845105,Blocked,Normal,Right Foot,30,3857268
Jonathan David,Canada,"[111.1, 34.1]",0.088843234,Off T,Normal,Head,31,3857268
Michy Batshuayi Tunga,Belgium,"[111.8, 51.3]",0.08121458,Off T,Volley,Right Foot,32,3857268
Michy Batshuayi Tunga,Belgium,"[109.0, 36.1]",0.24992359,Goal,Half Volley,Left Foot,43,3857268
Tajon Buchanan,Canada,"[112.6, 42.5]",0.29588586,Off T,Half Volley,Left Foot,46,3857268
Stephen Antunes Eustáquio,Canada,"[100.5, 38.5]",0.048581414,Blocked,Half Volley,Right Foot,48,3857268
Jonathan David,Canada,"[111.7, 36.9]",0.120068476,Off T,Normal,Head,47,3857268
Stephen Antunes Eustáquio,Canada,"[97.8, 52.7]",0.03604073,Off T,Normal,Right Foot,49,3857268
Tajon Buchanan,Canada,"[98.3, 34.5]",0.0587075,Off T,Normal,Right Foot,62,3857268
Richie Laryea,Canada,"[101.7, 54.6]",0.022910038,Off T,Normal,Right Foot,66,3857268
Michy Batshuayi Tunga,Belgium,"[103.9, 43.0]",0.0897183,Blocked,Normal,Right Foot,66,3857268
Jonathan David,Canada,"[103.1, 38.1]",0.04574546,Blocked,Normal,Left Foot,76,3857268
Cyle Larin,Canada,"[108.2, 44.1]",0.07200206,Saved,Normal,Head,79,3857268
Leander Dendoncker,Belgium,"[112.5, 43.5]",0.08894938,Off T,Normal,Head,84,3857268
Kevin De Bruyne,Belgium,"[96.6, 39.5]",0.061057936,Off T,Normal,Right Foot,85,3857268
Cyle Larin,Canada,"[111.7, 37.5]",0.111036494,Off T,Normal,Head,85,3857268
Thomas Meunier,Belgium,"[98.0, 55.5]",0.025805552,Blocked,Normal,Right Foot,90,3857268
Kevin De Bruyne,Belgium,"[114.3, 59.2]",0.009170555,Saved,Normal,Right Foot,90,3857268
Cyle Larin,Canada,"[111.1, 36.1]",0.06675813,Blocked,Normal,Head,91,3857268
Silvan Widmer,Switzerland,"[114.9, 30.0]",0.05117428,Off T,Volley,Right Foot,5,3857269
Vinícius José Paixão de Oliveira Júnior,Brazil,"[112.1, 34.0]",0.21638125,Saved,Volley,Right Foot,26,3857269
Carlos Henrique Casimiro,Brazil,"[94.3, 39.7]",0.023129713,Wayward,Half Volley,Right Foot,27,3857269
Raphael Dias Belloli,Brazil,"[90.1, 46.2]",0.02201561,Saved,Normal,Left Foot,30,3857269
Richarlison de Andrade,Brazil,"[104.2, 41.2]",0.022230485,Blocked,Normal,Head,31,3857269
Éder Gabriel Militão,Brazil,"[93.2, 45.0]",0.02857021,Blocked,Normal,Right Foot,36,3857269
Thiago Emiliano da Silva,Brazil,"[115.0, 43.5]",0.14148508,Blocked,Normal,Head,43,3857269
Djibril Sow,Switzerland,"[112.6, 48.8]",0.087867536,Blocked,Normal,Right Foot,52,3857269
Ruben Vargas,Switzerland,"[104.3, 26.2]",0.029704679,Blocked,Normal,Right Foot,53,3857269
Manuel Obafemi Akanji,Switzerland,"[103.5, 43.9]",0.028123023,Wayward,Normal,Head,54,3857269
Djibril Sow,Switzerland,"[99.4, 37.0]",0.0625126,Blocked,Normal,Right Foot,59,3857269
Edimilson Fernandes,Switzerland,"[97.4, 42.8]",0.029247057,Blocked,Normal,Right Foot,59,3857269
Marcos Aoás Corrêa,Brazil,"[110.6, 37.4]",0.07814184,Wayward,Normal,Head,69,3857269
Richarlison de Andrade,Brazil,"[107.0, 26.5]",0.038312852,Blocked,Normal,Left Foot,71,3857269
Bruno Guimarães Rodriguez Moura,Brazil,"[102.2, 47.4]",0.021188514,Saved,Normal,Head,80,3857269
Carlos Henrique Casimiro,Brazil,"[106.3, 29.4]",0.068805926,Goal,Half Volley,Right Foot,82,3857269
Rodrygo Silva de Goes,Brazil,"[109.7, 25.4]",0.04824855,Saved,Normal,Right Foot,86,3857269
Antony Matheus dos Santos,Brazil,"[102.1, 56.6]",0.020722246,Off T,Normal,Left Foot,86,3857269
Rodrygo Silva de Goes,Brazil,"[105.8, 41.8]",0.19349767,Blocked,Normal,Right Foot,93,3857269
Rodrigo Javier De Paul,Argentina,"[101.6, 53.3]",0.02377054,Blocked,Half Volley,Right Foot,4,3869321
Lionel Andrés Messi Cuccittini,Argentina,"[96.6, 50.3]",0.037832856,Off T,Normal,Left Foot,21,3869321
Steven Bergwijn,Netherlands,"[101.6, 32.9]",0.089517,Off T,Half Volley,Left Foot,23,3869321
Rodrigo Javier De Paul,Argentina,"[97.6, 42.3]",0.049762752,Saved,Normal,Right Foot,32,3869321
Nahuel Molina Lucero,Argentina,"[109.1, 42.4]",0.43442267,Goal,Normal,Right Foot,34,3869321
Lionel Andrés Messi Cuccittini,Argentina,"[104.0, 32.2]",0.03387043,Saved,Normal,Right Foot,39,3869321
Lionel Andrés Messi Cuccittini,Argentina,"[96.0, 33.3]",0.07608311,Off T,Normal,Left Foot,62,3869321
Lionel Andrés Messi Cuccittini,Argentina,"[108.0, 40.0]",0.7835,Goal,Normal,Left Foot,72,3869321
Wout Weghorst,Netherlands,"[108.7, 46.4]",0.047416847,Goal,Normal,Head,82,3869321
Steven Berghuis,Netherlands,"[104.6, 53.3]",0.032538008,Blocked,Half Volley,Left Foot,84,3869321
Denzel Dumfries,Netherlands,"[113.5, 52.9]",0.047394842,Off T,Half Volley,Right Foot,89,3869321
Steven Berghuis,Netherlands,"[97.2, 37.9]",0.08017064,Blocked,Normal,Left Foot,92,3869321
Wout Weghorst,Netherlands,"[111.8, 39.9]",0.21959315,Goal,Normal,Left Foot,100,3869321
Lionel Andrés Messi Cuccittini,Argentina,"[101.1, 53.3]",0.035418287,Off T,Normal,Left Foot,109,3869321
Luuk de Jong,Netherlands,"[110.9, 28.4]",0.05290734,Blocked,Volley,Left Foot,112,3869321
Lautaro Javier Martínez,Argentina,"[109.5, 45.9]",0.2245604,Blocked,Normal,Right Foot,113,3869321
Enzo Fernandez,Argentina,"[94.2, 43.8]",0.032085553,Blocked,Normal,Left Foot,114,3869321
Germán Alejandro Pezzella,Argentina,"[112.5, 31.3]",0.04452438,Off T,Normal,Head,115,3869321
Lautaro Javier Martínez,Argentina,"[97.6, 38.6]",0.08241133,Saved,Normal,Left Foot,118,3869321
Lionel Andrés Messi Cuccittini,Argentina,"[96.6, 41.6]",0.04201436,Blocked,Normal,Left Foot,119,3869321
Enzo Fernandez,Argentina,"[97.2, 49.3]",0.038940463,Post,Normal,Right Foot,120,3869321
Virgil van Dijk,Netherlands,"[108.1, 40.1]",0.7835,Saved,Normal,Right Foot,120,3869321
Lionel Andrés Messi Cuccittini,Argentina,"[108.1, 40.1]",0.7835,Goal,Normal,Left Foot,121,3869321
Steven Berghuis,Netherlands,"[108.1, 40.1]",0.7835,Saved,Normal,Left Foot,121,3869321
Leandro Daniel Paredes,Argentina,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,122,3869321
Teun Koopmeiners,Netherlands,"[108.1, 40.1]",0.7835,Goal,Normal,Left Foot,123,3869321
Gonzalo Ariel Montiel,Argentina,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,124,3869321
Wout Weghorst,Netherlands,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,124,3869321
Enzo Fernandez,Argentina,"[108.1, 40.1]",0.7835,Off T,Normal,Right Foot,126,3869321
Luuk de Jong,Netherlands,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,126,3869321
Lautaro Javier Martínez,Argentina,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,127,3869321
Jamal Musiala,Germany,"[99.6, 29.7]",0.06331741,Saved,Normal,Right Foot,1,3857292
Leon Goretzka,Germany,"[109.5, 48.0]",0.15352516,Wayward,Normal,Right Foot,6,3857292
Thomas Müller,Germany,"[108.2, 42.4]",0.14610097,Off T,Diving Header,Head,8,3857292
Serge Gnabry,Germany,"[111.9, 33.1]",0.0895267,Goal,Normal,Head,9,3857292
Leon Goretzka,Germany,"[113.1, 35.8]",0.18187125,Saved,Normal,Head,13,3857292
Thomas Müller,Germany,"[111.6, 41.1]",0.069567084,Wayward,Normal,Head,20,3857292
Serge Gnabry,Germany,"[105.2, 30.9]",0.044056788,Blocked,Normal,Right Foot,29,3857292
Joshua Kimmich,Germany,"[92.4, 55.8]",0.011488004,Saved,Normal,Right Foot,34,3857292
Jamal Musiala,Germany,"[105.7, 33.6]",0.16202919,Off T,Normal,Right Foot,35,3857292
Serge Gnabry,Germany,"[106.4, 28.9]",0.06251996,Off T,Normal,Right Foot,38,3857292
Keysher Fuller Spence,Costa Rica,"[107.3, 51.1]",0.14103858,Saved,Half Volley,Right Foot,41,3857292
Leroy Sané,Germany,"[98.5, 47.8]",0.080942705,Off T,Normal,Left Foot,44,3857292
Leroy Sané,Germany,"[99.5, 44.5]",0.078109905,Blocked,Normal,Left Foot,45,3857292
Keysher Fuller Spence,Costa Rica,"[108.9, 54.5]",0.050267275,Blocked,Normal,Right Foot,51,3857292
Yeltsin Ignacio Tejeda Valverde,Costa Rica,"[97.2, 48.9]",0.042256437,Saved,Half Volley,Right Foot,51,3857292
Serge Gnabry,Germany,"[100.7, 26.9]",0.029866349,Blocked,Normal,Right Foot,54,3857292
Leroy Sané,Germany,"[91.0, 39.6]",0.02438984,Off T,Normal,Left Foot,54,3857292
Kendall Jamaal Waston Manley,Costa Rica,"[108.9, 45.4]",0.099276,Saved,Diving Header,Head,57,3857292
Yeltsin Ignacio Tejeda Valverde,Costa Rica,"[114.3, 38.1]",0.4798206,Goal,Normal,Right Foot,57,3857292
Jamal Musiala,Germany,"[111.2, 28.5]",0.082946144,Post,Normal,Left Foot,60,3857292
Jamal Musiala,Germany,"[117.3, 31.5]",0.1066145,Off T,Volley,Right Foot,60,3857292
Thomas Müller,Germany,"[106.3, 47.2]",0.05438086,Blocked,Normal,Right Foot,61,3857292
Antonio Rüdiger,Germany,"[114.5, 44.2]",0.41498688,Post,Normal,Right Foot,61,3857292
Jamal Musiala,Germany,"[100.6, 27.6]",0.037713535,Post,Normal,Right Foot,66,3857292
Kai Havertz,Germany,"[107.3, 35.1]",0.110909514,Off T,Half Volley,Right Foot,66,3857292
Juan Pablo Vargas Campos,Costa Rica,"[116.1, 43.1]",0.18427365,Saved,Volley,Left Foot,69,3857292
Kai Havertz,Germany,"[109.3, 42.6]",0.4749194,Goal,Half Volley,Right Foot,72,3857292
Kai Havertz,Germany,"[102.8, 36.0]",0.14038351,Off T,Normal,Left Foot,73,3857292
Niclas Füllkrug,Germany,"[115.2, 44.6]",0.36338806,Saved,Half Volley,Right Foot,75,3857292
Jewison Bennette,Costa Rica,"[94.4, 46.4]",0.037811525,Off T,Normal,Left Foot,79,3857292
Jamal Musiala,Germany,"[104.6, 30.8]",0.060394496,Off T,Normal,Right Foot,83,3857292
Kai Havertz,Germany,"[113.1, 37.6]",0.31018513,Goal,Half Volley,Left Foot,84,3857292
Kai Havertz,Germany,"[110.4, 27.0]",0.11890341,Saved,Normal,Left Foot,85,3857292
Mario Götze,Germany,"[107.0, 43.6]",0.066507556,Saved,Normal,Head,85,3857292
Niclas Füllkrug,Germany,"[114.8, 42.5]",0.510154,Goal,Half Volley,Left Foot,88,3857292
Niclas Füllkrug,Germany,"[101.1, 39.1]",0.046867393,Blocked,Half Volley,Right Foot,94,3857292
Niclas Füllkrug,Germany,"[117.9, 32.7]",0.13407986,Off T,Normal,Head,95,3857292
