player,team,location,shot_statsbomb_xg,shot_outcome,shot_technique,shot_body_part,minute,match_id
Zakaria Aboukhlal,Morocco,"[101.1, 45.9]",0.39109123,Saved,Lob,Right Foot,95,3869486
Kléper Laveran Lima Ferreira,Portugal,"[114.1, 44.5]",0.14926605,Off T,Normal,Head,96,3869486
Luis Gerardo Chávez Magallón,Mexico,"[91.7, 51.5]",0.021919996,Off T,Normal,Left Foot,1,3857260
Saleh Khalid Al Shehri,Saudi Arabia,"[92.9, 41.7]",0.02182735,Saved,Volley,Left Foot,2,3857260
Ernesto Alexis Vega Rojas,Mexico,"[101.6, 38.9]",0.3665275,Saved,Normal,Right Foot,2,3857260
Mohammed Kanoo,Saudi Arabia,"[113.0, 54.1]",0.047937077,Off T,Half Volley,Right Foot,7,3857260
Mohammed Kanoo,Saudi Arabia,"[96.3, 33.5]",0.073429175,Off T,Normal,Right Foot,12,3857260
Luis Gerardo Chávez Magallón,Mexico,"[92.7, 40.4]",0.01981399,Saved,Volley,Left Foot,22,3857260
Orbelín Pineda Alvarado,Mexico,"[104.0, 44.6]",0.0489465,Saved,Normal,Right Foot,24,3857260
Orbelín Pineda Alvarado,Mexico,"[115.8, 34.5]",0.30787364,Wayward,Diving Header,Head,26,3857260
Luis Gerardo Chávez Magallón,Mexico,"[89.6, 28.9]",0.016814427,Blocked,Normal,Left Foot,34,3857260
Jesús Daniel Gallardo Vasconcelos,Mexico,"[106.8, 43.3]",0.06430086,Off T,Half Volley,Right Foot,35,3857260
Luis Gerardo Chávez Magallón,Mexico,"[84.6, 49.2]",0.0066389865,Blocked,Normal,Left Foot,40,3857260
Orbelín Pineda Alvarado,Mexico,"[102.0, 45.2]",0.062194254,Blocked,Normal,Left Foot,40,3857260
Ernesto Alexis Vega Rojas,Mexico,"[106.1, 29.3]",0.04950449,Blocked,Normal,Right Foot,44,3857260
Luis Gerardo Chávez Magallón,Mexico,"[92.9, 30.0]",0.015146091,Blocked,Half Volley,Left Foot,44,3857260
Ali Al Hassan,Saudi Arabia,"[110.1, 45.6]",0.10154356,Off T,Diving Header,Head,50,3857260
Luis Gerardo Chávez Magallón,Mexico,"[85.5, 41.2]",0.018109906,Saved,Normal,Left Foot,46,3857260
Hirving Rodrigo Lozano Bahena,Mexico,"[102.7, 19.2]",0.0068189544,Blocked,Normal,Right Foot,46,3857260
Henry Josué Martín Mex,Mexico,"[116.7, 40.2]",0.28809994,Goal,Volley,Left Foot,46,3857260
Sultan Abdullah Salim Al Ghannam,Saudi Arabia,"[115.8, 46.7]",0.21450256,Off T,Volley,Right Foot,49,3857260
Luis Gerardo Chávez Magallón,Mexico,"[86.7, 41.3]",0.024289701,Goal,Normal,Left Foot,51,3857260
Sultan Abdullah Salim Al Ghannam,Saudi Arabia,"[114.8, 52.4]",0.030311959,Off T,Normal,Head,54,3857260
Henry Josué Martín Mex,Mexico,"[112.0, 40.0]",0.09122391,Wayward,Normal,Head,58,3857260
Abdulelah Al Amri,Saudi Arabia,"[109.1, 45.1]",0.037819926,Off T,Normal,Head,61,3857260
Hirving Rodrigo Lozano Bahena,Mexico,"[97.5, 31.3]",0.05300886,Saved,Normal,Right Foot,66,3857260
Firas Tariq Nasser Al Albirakan,Saudi Arabia,"[101.4, 25.4]",0.013105479,Blocked,Half Volley,Left Foot,66,3857260
Henry Josué Martín Mex,Mexico,"[108.8, 34.9]",0.22500646,Off T,Volley,Left Foot,69,3857260
Luis Gerardo Chávez Magallón,Mexico,"[87.3, 40.5]",0.027150616,Saved,Normal,Left Foot,72,3857260
Orbelín Pineda Alvarado,Mexico,"[100.5, 32.9]",0.08600338,Off T,Normal,Right Foot,75,3857260
Carlos Uriel Antuna Romero,Mexico,"[109.4, 35.9]",0.26870292,Blocked,Normal,Right Foot,77,3857260
Edson Omar Álvarez Velázquez,Mexico,"[85.8, 42.8]",0.013687578,Saved,Half Volley,Right Foot,77,3857260
Salem Mohammed Al Dawsari,Saudi Arabia,"[89.2, 40.3]",0.019886926,Off T,Normal,Right Foot,80,3857260
Luis Gerardo Chávez Magallón,Mexico,"[101.0, 46.0]",0.057560198,Blocked,Normal,Left Foot,82,3857260
Rogelio Gabriel Funes Mori,Mexico,"[98.8, 37.4]",0.06664524,Blocked,Normal,Right Foot,88,3857260
Hirving Rodrigo Lozano Bahena,Mexico,"[92.9, 31.8]",0.05359905,Saved,Normal,Right Foot,91,3857260
Hirving Rodrigo Lozano Bahena,Mexico,"[101.9, 28.3]",0.06253588,Off T,Normal,Right Foot,93,3857260
Salem Mohammed Al Dawsari,Saudi Arabia,"[110.9, 45.2]",0.51574713,Goal,Normal,Right Foot,94,3857260
Krystian Bielik,Poland,"[100.7, 41.3]",0.061495427,Blocked,Normal,Left Foot,4,3857264
Lionel Andrés Messi Cuccittini,Argentina,"[99.0, 37.7]",0.050872557,Saved,Normal,Right Foot,6,3857264
Ángel Fabián Di María Hernández,Argentina,"[94.3, 40.5]",0.034158513,Blocked,Normal,Left Foot,8,3857264
Lionel Andrés Messi Cuccittini,Argentina,"[111.7, 25.8]",0.053250678,Saved,Normal,Left Foot,9,3857264
Marcos Javier Acuña,Argentina,"[107.0, 27.9]",0.05141401,Off T,Half Volley,Right Foot,16,3857264
Kamil Glik,Poland,"[105.9, 43.5]",0.06557972,Wayward,Backheel,Right Foot,21,3857264
Julián Álvarez,Argentina,"[110.8, 47.7]",0.1493578,Blocked,Normal,Right Foot,27,3857264
Marcos Javier Acuña,Argentina,"[102.9, 22.5]",0.024708062,Off T,Normal,Left Foot,27,3857264
Ángel Fabián Di María Hernández,Argentina,"[119.6, 79.2]",0.00018,Saved,Normal,Left Foot,32,3857264
Enzo Fernandez,Argentina,"[91.6, 39.7]",0.024548035,Off T,Normal,Right Foot,34,3857264
Julián Álvarez,Argentina,"[110.4, 27.6]",0.19083758,Saved,Normal,Left Foot,35,3857264
Lionel Andrés Messi Cuccittini,Argentina,"[108.1, 40.1]",0.7835,Saved,Normal,Left Foot,38,3857264
Julián Álvarez,Argentina,"[102.4, 27.0]",0.03720347,Saved,Normal,Right Foot,42,3857264
Rodrigo Javier De Paul,Argentina,"[112.2, 40.3]",0.3152717,Saved,Normal,Other,42,3857264
Ángel Fabián Di María Hernández,Argentina,"[106.7, 58.4]",0.010134568,Saved,Normal,Left Foot,43,3857264
Alexis Mac Allister,Argentina,"[106.0, 46.7]",0.107545994,Goal,Normal,Right Foot,45,3857264
Kamil Glik,Poland,"[108.8, 43.5]",0.04381306,Off T,Normal,Head,49,3857264
Michał Skóraś,Poland,"[101.1, 56.9]",0.026707038,Blocked,Normal,Left Foot,52,3857264
Lionel Andrés Messi Cuccittini,Argentina,"[105.8, 28.4]",0.06119443,Wayward,Normal,Left Foot,52,3857264
Lionel Andrés Messi Cuccittini,Argentina,"[109.4, 50.7]",0.058334265,Wayward,Normal,Left Foot,55,3857264
Julián Álvarez,Argentina,"[107.7, 41.5]",0.15200824,Blocked,Normal,Left Foot,55,3857264
Alexis Mac Allister,Argentina,"[106.0, 46.0]",0.13009955,Saved,Normal,Left Foot,60,3857264
Lionel Andrés Messi Cuccittini,Argentina,"[107.2, 25.9]",0.023947677,Blocked,Normal,Left Foot,63,3857264
Julián Álvarez,Argentina,"[106.0, 33.5]",0.10054177,Goal,Normal,Right Foot,66,3857264
Lionel Andrés Messi Cuccittini,Argentina,"[106.5, 35.1]",0.13232325,Saved,Normal,Left Foot,70,3857264
Julián Álvarez,Argentina,"[106.1, 52.6]",0.18145993,Off T,Normal,Right Foot,72,3857264
Lautaro Javier Martínez,Argentina,"[109.4, 52.2]",0.17955275,Off T,Normal,Right Foot,85,3857264
Nicolás Alejandro Tagliafico,Argentina,"[108.2, 30.2]",0.22421487,Saved,Lob,Left Foot,91,3857264
César Jasib Montes Castro,Mexico,"[107.6, 38.6]",0.0988946,Off T,Volley,Left Foot,9,3857289
Lautaro Javier Martínez,Argentina,"[112.7, 39.5]",0.13799548,Off T,Normal,Head,39,3857289
Ernesto Alexis Vega Rojas,Mexico,"[92.4, 35.8]",0.05948228,Saved,Normal,Right Foot,44,3857289
Ernesto Alexis Vega Rojas,Mexico,"[92.8, 23.0]",0.0077116457,Off T,Half Volley,Right Foot,49,3857289
Hirving Rodrigo Lozano Bahena,Mexico,"[93.5, 36.8]",0.040303126,Blocked,Normal,Right Foot,47,3857289
Lionel Andrés Messi Cuccittini,Argentina,"[94.8, 41.9]",0.067327775,Off T,Normal,Left Foot,50,3857289
Lionel Andrés Messi Cuccittini,Argentina,"[94.9, 37.4]",0.033919714,Goal,Normal,Left Foot,63,3857289
Nahuel Molina Lucero,Argentina,"[101.5, 49.2]",0.050896797,Off T,Half Volley,Right Foot,69,3857289
Enzo Fernandez,Argentina,"[106.5, 22.8]",0.035064373,Goal,Normal,Right Foot,86,3857289
Breel-Donald Embolo,Switzerland,"[104.1, 27.2]",0.06137733,Blocked,Normal,Left Foot,4,3869254
Gonçalo Matias Ramos,Portugal,"[111.3, 27.5]",0.10102074,Goal,Normal,Left Foot,16,3869254
Otávio Edmilson da Silva Monteiro,Portugal,"[101.4, 36.8]",0.032515083,Saved,Half Volley,Right Foot,21,3869254
Gonçalo Matias Ramos,Portugal,"[100.7, 32.2]",0.072023906,Saved,Normal,Right Foot,21,3869254
Xherdan Shaqiri,Switzerland,"[87.2, 46.1]",0.023890225,Saved,Normal,Left Foot,29,3869254
Kléper Laveran Lima Ferreira,Portugal,"[114.3, 40.0]",0.12779379,Goal,Normal,Head,32,3869254
Remo Freuler,Switzerland,"[115.9, 44.0]",0.2948616,Saved,Normal,Head,37,3869254
Fabian Lukas Schär,Switzerland,"[99.9, 53.7]",0.024413843,Off T,Volley,Right Foot,37,3869254
Gonçalo Matias Ramos,Portugal,"[107.5, 33.4]",0.31703457,Saved,Normal,Left Foot,42,3869254
Raphaël Adelino José Guerreiro,Portugal,"[96.0, 25.0]",0.021823613,Off T,Normal,Left Foot,47,3869254
Gonçalo Matias Ramos,Portugal,"[114.4, 35.1]",0.09938955,Wayward,Normal,Head,48,3869254
Gonçalo Matias Ramos,Portugal,"[115.8, 44.4]",0.5086819,Goal,Normal,Left Foot,50,3869254
João Félix Sequeira,Portugal,"[103.5, 26.4]",0.043932665,Blocked,Normal,Left Foot,52,3869254
Kléper Laveran Lima Ferreira,Portugal,"[110.8, 35.6]",0.05800441,Wayward,Normal,Head,53,3869254
Raphaël Adelino José Guerreiro,Portugal,"[110.9, 32.4]",0.35848966,Goal,Normal,Left Foot,54,3869254
Manuel Obafemi Akanji,Switzerland,"[118.7, 35.4]",0.6688656,Goal,Volley,Right Foot,57,3869254
Xherdan Shaqiri,Switzerland,"[101.7, 63.9]",0.007870479,Wayward,Normal,Left Foot,65,3869254
Gonçalo Matias Ramos,Portugal,"[112.6, 45.8]",0.46699882,Goal,Lob,Right Foot,66,3869254
Denis Lemi Zakaria Lako Lado,Switzerland,"[97.5, 36.4]",0.04188712,Blocked,Normal,Right Foot,70,3869254
Cristiano Ronaldo dos Santos Aveiro,Portugal,"[88.9, 44.9]",0.028790973,Blocked,Normal,Right Foot,75,3869254
Breel-Donald Embolo,Switzerland,"[102.1, 39.2]",0.032889098,Blocked,Overhead Kick,Right Foot,79,3869254
Granit Xhaka,Switzerland,"[113.2, 34.5]",0.0836758,Off T,Normal,Head,80,3869254
Noah Okafor,Switzerland,"[108.4, 23.1]",0.032096077,Blocked,Normal,Right Foot,84,3869254
Rafael Alexandre Conceição Leão,Portugal,"[105.0, 21.7]",0.010257767,Goal,Normal,Right Foot,91,3869254
Rúben Santos Gato Alves Dias,Portugal,"[108.0, 41.9]",0.03750256,Blocked,Normal,Head,93,3869254
John Stones,England,"[113.5, 45.4]",0.08366814,Off T,Normal,Other,20,3869118
Boulaye Dia,Senegal,"[108.6, 42.7]",0.05336251,Blocked,Volley,Right Foot,21,3869118
Ismaïla Sarr,Senegal,"[115.7, 40.5]",0.629174,Off T,Half Volley,Right Foot,22,3869118
Boulaye Dia,Senegal,"[112.8, 28.9]",0.0358749,Saved,Normal,Left Foot,31,3869118
Jordan Brian Henderson,England,"[107.6, 38.0]",0.13174866,Goal,Normal,Left Foot,38,3869118
Harry Kane,England,"[110.0, 39.3]",0.18422936,Off T,Normal,Right Foot,40,3869118
Harry Kane,England,"[104.3, 50.7]",0.20664306,Goal,Normal,Right Foot,47,3869118
Pape Matar Sarr,Senegal,"[92.8, 35.2]",0.018660808,Off T,Half Volley,Left Foot,49,3869118
Bukayo Saka,England,"[107.7, 53.4]",0.03518777,Off T,Normal,Right Foot,53,3869118
Harry Kane,England,"[90.5, 27.1]",0.015214441,Saved,Normal,Right Foot,55,3869118
Bukayo Saka,England,"[111.0, 35.9]",0.21738943,Goal,Normal,Left Foot,56,3869118
Pape Matar Sarr,Senegal,"[89.0, 36.2]",0.013223637,Blocked,Normal,Right Foot,68,3869118
Pape Matar Sarr,Senegal,"[87.8, 49.9]",0.021199826,Off T,Normal,Right Foot,73,3869118
Ismaïla Sarr,Senegal,"[111.6, 39.3]",0.107544675,Off T,Normal,Head,83,3869118
Pape Gueye,Senegal,"[96.7, 52.4]",0.027956013,Blocked,Normal,Left Foot,86,3869118
Pape Matar Sarr,Senegal,"[93.1, 38.3]",0.032847784,Off T,Normal,Right Foot,88,3869118
Marcus Rashford,England,"[117.8, 45.9]",0.1459426,Off T,Half Volley,Right Foot,90,3869118
Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,"[94.0, 54.7]",0.03296228,Blocked,Normal,Right Foot,92,3869118
Dejan Lovren,Croatia,"[115.0, 27.7]",0.014029023,Off T,Normal,Head,15,3869519
Enzo Fernandez,Argentina,"[93.1, 36.9]",0.027808638,Saved,Normal,Right Foot,24,3869519
Ivan Perišić,Croatia,"[106.9, 23.2]",0.034139045,Off T,Lob,Right Foot,30,3869519
Lionel Andrés Messi Cuccittini,Argentina,"[108.0, 40.0]",0.7835,Goal,Normal,Left Foot,33,3869519
Julián Álvarez,Argentina,"[112.7, 37.4]",0.36172354,Goal,Volley,Right Foot,38,3869519
Rodrigo Javier De Paul,Argentina,"[95.6, 51.4]",0.027667157,Blocked,Normal,Right Foot,40,3869519
Alexis Mac Allister,Argentina,"[113.5, 32.8]",0.0684051,Saved,Normal,Head,41,3869519
Luka Modrić,Croatia,"[92.9, 46.3]",0.026162526,Blocked,Normal,Right Foot,44,3869519
Mario Pašalić,Croatia,"[119.4, 45.8]",0.07864248,Off T,Half Volley,Right Foot,44,3869519
Leandro Daniel Paredes,Argentina,"[85.0, 44.8]",0.014370957,Saved,Normal,Right Foot,48,3869519
Lionel Andrés Messi Cuccittini,Argentina,"[112.7, 30.1]",0.10581502,Saved,Normal,Left Foot,57,3869519
Mislav Oršić,Croatia,"[98.4, 22.8]",0.021008598,Blocked,Normal,Right Foot,57,3869519
Dejan Lovren,Croatia,"[112.7, 40.1]",0.09374543,Blocked,Normal,Head,61,3869519
Julián Álvarez,Argentina,"[113.3, 45.4]",0.33366448,Goal,Normal,Right Foot,68,3869519
Ivan Perišić,Croatia,"[82.3, 43.9]",0.00752127,Saved,Normal,Left Foot,72,3869519
Ivan Perišić,Croatia,"[85.8, 21.3]",0.0058680973,Off T,Normal,Left Foot,74,3869519
Mislav Oršić,Croatia,"[108.0, 21.9]",0.011610668,Off T,Normal,Right Foot,77,3869519
Alexis Mac Allister,Argentina,"[107.1, 46.7]",0.14140838,Off T,Volley,Right Foot,82,3869519
Lovro Majer,Croatia,"[96.0, 35.4]",0.044770177,Saved,Half Volley,Left Foot,88,3869519
Nikola Vlašić,Croatia,"[103.6, 52.3]",0.049129687,Off T,Normal,Left Foot,92,3869519
Dejan Lovren,Croatia,"[89.3, 36.5]",0.02342664,Off T,Normal,Left Foot,94,3869519
Philip Foden,England,"[100.2, 40.0]",0.022691524,Blocked,Half Volley,Left Foot,3,3869354
Olivier Giroud,France,"[110.3, 38.2]",0.21537142,Saved,Diving Header,Head,10,3869354
Aurélien Djani Tchouaméni,France,"[92.5, 43.5]",0.027870113,Goal,Normal,Right Foot,16,3869354
Luke Shaw,England,"[98.0, 53.2]",0.05589417,Saved,Normal,Left Foot,20,3869354
Harry Kane,England,"[113.6, 52.2]",0.07522586,Saved,Normal,Right Foot,21,3869354
Jude Bellingham,England,"[117.3, 35.7]",0.21807538,Blocked,Normal,Head,21,3869354
Harry Kane,England,"[96.7, 57.1]",0.018916143,Saved,Normal,Right Foot,28,3869354
Kylian Mbappé Lottin,France,"[107.9, 32.9]",0.06798863,Off T,Half Volley,Left Foot,38,3869354
Jude Bellingham,England,"[101.1, 48.0]",0.046397094,Saved,Half Volley,Right Foot,46,3869354
Harry Maguire,England,"[116.2, 30.9]",0.048588943,Blocked,Normal,Head,47,3869354
Jordan Brian Henderson,England,"[101.1, 56.4]",0.017202334,Blocked,Half Volley,Right Foot,51,3869354
Harry Kane,England,"[108.1, 40.1]",0.7835,Goal,Normal,Right Foot,53,3869354
Adrien Rabiot,France,"[95.6, 43.2]",0.06667264,Saved,Half Volley,Left Foot,54,3869354
Bukayo Saka,England,"[103.2, 47.6]",0.07073746,Saved,Normal,Right Foot,59,3869354
Ousmane Dembélé,France,"[99.5, 53.8]",0.030820057,Blocked,Normal,Left Foot,60,3869354
Harry Kane,England,"[99.1, 53.8]",0.029508974,Saved,Normal,Left Foot,61,3869354
Harry Maguire,England,"[109.1, 35.0]",0.07199757,Post,Normal,Head,69,3869354
Luke Shaw,England,"[108.4, 21.7]",0.006951497,Blocked,Normal,Left Foot,70,3869354
Olivier Giroud,France,"[112.9, 47.0]",0.075690374,Off T,Normal,Head,74,3869354
Olivier Giroud,France,"[111.3, 40.5]",0.20829616,Saved,Volley,Left Foot,76,3869354
Olivier Giroud,France,"[114.7, 36.4]",0.14665264,Goal,Normal,Head,77,3869354
Harry Kane,England,"[108.1, 40.1]",0.7835,Off T,Normal,Right Foot,83,3869354
Mason Mount,England,"[89.5, 44.7]",0.024138648,Off T,Normal,Right Foot,88,3869354
Marcus Rashford,England,"[97.5, 34.1]",0.07922588,Off T,Normal,Right Foot,100,3869354
Kylian Mbappé Lottin,France,"[108.5, 47.3]",0.09459595,Blocked,Normal,Left Foot,4,3869552
Theo Bernard François Hernández,France,"[115.7, 31.5]",0.0979349,Goal,Half Volley,Left Foot,4,3869552
Azzedine Ounahi,Morocco,"[95.5, 26.2]",0.01924696,Saved,Normal,Right Foot,9,3869552
Hakim Ziyech,Morocco,"[106.4, 54.6]",0.06111174,Off T,Normal,Right Foot,16,3869552
Olivier Giroud,France,"[105.4, 26.8]",0.09802507,Post,Normal,Left Foot,16,3869552
Achraf Hakimi Mouh,Morocco,"[95.3, 53.3]",0.020597277,Blocked,Normal,Right Foot,25,3869552
Aurélien Djani Tchouaméni,France,"[96.0, 32.9]",0.040336993,Blocked,Normal,Right Foot,32,3869552
Olivier Giroud,France,"[111.9, 44.5]",0.060999498,Blocked,Normal,Head,34,3869552
Youssouf Fofana,France,"[104.3, 46.5]",0.061363008,Off T,Half Volley,Left Foot,34,3869552
Kylian Mbappé Lottin,France,"[111.7, 30.9]",0.15100354,Blocked,Normal,Right Foot,35,3869552
Olivier Giroud,France,"[105.8, 42.5]",0.2635025,Off T,Normal,Left Foot,35,3869552
Raphaël Varane,France,"[113.7, 47.9]",0.07554505,Off T,Volley,Right Foot,39,3869552
Jawad El Yamiq,Morocco,"[107.2, 33.9]",0.06408756,Saved to Post,Overhead Kick,Right Foot,43,3869552
Sofiane Boufal,Morocco,"[96.7, 37.2]",0.035300843,Off T,Half Volley,Right Foot,43,3869552
Jules Koundé,France,"[94.0, 50.6]",0.01766911,Blocked,Half Volley,Right Foot,46,3869552
Yahia Attiyat allah,Morocco,"[109.8, 35.1]",0.24936919,Wayward,Half Volley,Right Foot,52,3869552
Sofyan Amrabat,Morocco,"[92.5, 36.0]",0.020691318,Off T,Normal,Right Foot,53,3869552
Marcus Thuram,France,"[114.5, 45.5]",0.115658596,Off T,Normal,Head,70,3869552
Youssouf Fofana,France,"[111.6, 27.3]",0.040043775,Off T,Normal,Left Foot,73,3869552
Kylian Mbappé Lottin,France,"[107.2, 29.8]",0.033641826,Blocked,Normal,Right Foot,78,3869552
Randal Kolo Muani,France,"[115.6, 43.8]",0.8521293,Goal,Normal,Right Foot,78,3869552
Zakaria Aboukhlal,Morocco,"[107.1, 41.0]",0.024939176,Wayward,Normal,Head,85,3869552
Abdessamad Ezzalzouli,Morocco,"[106.9, 32.9]",0.05950738,Blocked,Normal,Right Foot,92,3869552
Azzedine Ounahi,Morocco,"[103.0, 48.2]",0.06379096,Blocked,Normal,Right Foot,92,3869552
Azzedine Ounahi,Morocco,"[98.1, 48.0]",0.03807111,Blocked,Normal,Left Foot,93,3869552
Azzedine Ounahi,Morocco,"[108.6, 44.6]",0.067406826,Blocked,Half Volley,Right Foot,93,3869552
Abderrazak Hamdallah,Morocco,"[115.9, 37.4]",0.50624365,Blocked,Normal,Other,93,3869552
Vinícius José Paixão de Oliveira Júnior,Brazil,"[98.8, 20.8]",0.008460451,Saved,Normal,Right Foot,4,3869420
Ivan Perišić,Croatia,"[112.2, 43.2]",0.19016835,Off T,Half Volley,Right Foot,12,3869420
Andrej Kramarić,Croatia,"[99.5, 27.0]",0.026674595,Blocked,Normal,Right Foot,18,3869420
Vinícius José Paixão de Oliveira Júnior,Brazil,"[103.0, 34.8]",0.06970771,Blocked,Normal,Right Foot,19,3869420
Neymar da Silva Santos Junior,Brazil,"[107.2, 24.9]",0.025347186,Saved,Normal,Right Foot,20,3869420
Carlos Henrique Casimiro,Brazil,"[96.4, 49.8]",0.030699778,Blocked,Normal,Right Foot,22,3869420
Ivan Perišić,Croatia,"[100.8, 20.7]",0.012010745,Off T,Normal,Right Foot,29,3869420
Neymar da Silva Santos Junior,Brazil,"[100.9, 17.2]",0.008240742,Saved,Normal,Right Foot,41,3869420
Ivan Perišić,Croatia,"[111.9, 41.4]",0.11005159,Wayward,Normal,Head,50,3869420
Neymar da Silva Santos Junior,Brazil,"[112.6, 29.0]",0.16692519,Saved,Normal,Left Foot,54,3869420
Carlos Henrique Casimiro,Brazil,"[89.1, 28.8]",0.026057322,Blocked,Normal,Right Foot,65,3869420
Lucas Tolentino Coelho de Lima,Brazil,"[111.6, 34.5]",0.26807922,Saved,Half Volley,Left Foot,65,3869420
Éder Gabriel Militão,Brazil,"[101.4, 53.7]",0.04353941,Blocked,Normal,Right Foot,66,3869420
Andrej Kramarić,Croatia,"[101.2, 57.3]",0.030721588,Blocked,Normal,Left Foot,70,3869420
Neymar da Silva Santos Junior,Brazil,"[114.1, 28.2]",0.12963046,Saved,Normal,Left Foot,75,3869420
Lucas Tolentino Coelho de Lima,Brazil,"[104.6, 32.8]",0.092192985,Saved,Normal,Left Foot,79,3869420
Richarlison de Andrade,Brazil,"[109.4, 41.0]",0.067200735,Off T,Normal,Head,81,3869420
Nikola Vlašić,Croatia,"[107.0, 54.2]",0.026884926,Blocked,Normal,Right Foot,84,3869420
Éder Gabriel Militão,Brazil,"[102.5, 50.1]",0.04975106,Blocked,Normal,Right Foot,85,3869420
Éder Gabriel Militão,Brazil,"[104.7, 46.8]",0.06132018,Blocked,Half Volley,Left Foot,85,3869420
Antony Matheus dos Santos,Brazil,"[94.6, 56.8]",0.013999131,Saved,Normal,Left Foot,93,3869420
Pedro Guilherme Abreu dos Santos,Brazil,"[112.9, 49.4]",0.057022728,Wayward,Normal,Head,91,3869420
Pedro Guilherme Abreu dos Santos,Brazil,"[107.2, 38.8]",0.113875866,Saved,Volley,Right Foot,100,3869420
Marcelo Brozović,Croatia,"[103.7, 46.4]",0.12467693,Off T,Normal,Right Foot,102,3869420
Danilo Luiz da Silva,Brazil,"[96.9, 22.6]",0.0154907415,Off T,Normal,Right Foot,104,3869420
Neymar da Silva Santos Junior,Brazil,"[116.5, 47.2]",0.4674385,Goal,Normal,Right Foot,105,3869420
Bruno Petković,Croatia,"[103.2, 38.6]",0.09977819,Goal,Normal,Left Foot,116,3869420
Lovro Majer,Croatia,"[91.5, 55.0]",0.01192189,Off T,Normal,Left Foot,119,3869420
Carlos Henrique Casimiro,Brazil,"[114.0, 31.0]",0.10135116,Saved,Half Volley,Left Foot,121,3869420
Nikola Vlašić,Croatia,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,120,3869420
Rodrygo Silva de Goes,Brazil,"[107.9, 40.0]",0.7835,Saved,Normal,Right Foot,120,3869420
Lovro Majer,Croatia,"[108.0, 40.0]",0.7835,Goal,Normal,Left Foot,121,3869420
Carlos Henrique Casimiro,Brazil,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,122,3869420
Luka Modrić,Croatia,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,123,3869420
Pedro Guilherme Abreu dos Santos,Brazil,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,123,3869420
Mislav Oršić,Croatia,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,124,3869420
Marcos Aoás Corrêa,Brazil,"[108.0, 40.0]",0.7835,Post,Normal,Right Foot,125,3869420
Achraf Hakimi Mouh,Morocco,"[93.4, 27.5]",0.041958537,Off T,Normal,Right Foot,11,3869220
Marco Asensio Willemsen,Spain,"[115.0, 25.0]",0.025564773,Off T,Half Volley,Left Foot,25,3869220
Noussair Mazraoui,Morocco,"[89.4, 37.7]",0.023416335,Saved,Normal,Left Foot,32,3869220
Nayef Aguerd,Morocco,"[113.2, 43.7]",0.25141555,Off T,Normal,Head,41,3869220
Daniel Olmo Carvajal,Spain,"[110.2, 12.6]",0.0073576192,Saved,Normal,Right Foot,54,3869220
Daniel Olmo Carvajal,Spain,"[97.2, 31.3]",0.031760626,Off T,Half Volley,Right Foot,77,3869220
Álvaro Borja Morata Martín,Spain,"[118.8, 50.9]",0.017266534,Wayward,Normal,Right Foot,81,3869220
Walid Cheddira,Morocco,"[110.6, 40.8]",0.119254045,Saved Off Target,Half Volley,Right Foot,85,3869220
Álvaro Borja Morata Martín,Spain,"[115.3, 51.1]",0.049165204,Off T,Normal,Head,90,3869220
Aymeric Laporte,Spain,"[107.7, 38.8]",0.04145577,Blocked,Normal,Head,95,3869220
Alejandro Balde Martínez,Spain,"[112.5, 28.9]",0.077706024,Blocked,Normal,Left Foot,99,3869220
Rodrigo Hernández Cascante,Spain,"[79.9, 46.8]",0.0056476467,Off T,Normal,Right Foot,102,3869220
Walid Cheddira,Morocco,"[109.7, 47.1]",0.1301347,Saved,Normal,Left Foot,103,3869220
Marcos Llorente Moreno,Spain,"[100.3, 53.3]",0.024551911,Blocked,Half Volley,Right Foot,106,3869220
Abdelhamid Sabiri,Morocco,"[59.6, 39.7]",0.004195439,Off T,Lob,Right Foot,105,3869220
Sergio Busquets i Burgos,Spain,"[102.6, 47.1]",0.0709334,Blocked,Normal,Left Foot,120,3869220
Carlos Soler Barragán,Spain,"[104.3, 44.4]",0.039505202,Blocked,Normal,Head,121,3869220
Pablo Sarabia García,Spain,"[117.8, 48.1]",0.10407615,Post,Volley,Right Foot,122,3869220
Abdelhamid Sabiri,Morocco,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,120,3869220
Pablo Sarabia García,Spain,"[108.0, 40.0]",0.7835,Post,Normal,Left Foot,121,3869220
Hakim Ziyech,Morocco,"[108.0, 40.0]",0.7835,Goal,Normal,Left Foot,121,3869220
Carlos Soler Barragán,Spain,"[108.0, 40.0]",0.7835,Saved,Normal,Right Foot,122,3869220
Badr Banoun,Morocco,"[108.0, 40.0]",0.7835,Saved,Normal,Right Foot,123,3869220
Sergio Busquets i Burgos,Spain,"[108.0, 40.0]",0.7835,Saved,Normal,Right Foot,124,3869220
Achraf Hakimi Mouh,Morocco,"[108.0, 40.0]",0.7835,Goal,Normal,Right Foot,125,3869220
